Title,Poet,era,cap_rate,punct_rate,colon_density,concrete_abstract_ratio,adv_verb_ratio,rhyme_rate,archaic_density,uses_rhyme,rhyme_rate_given_uses,uses_colons,colon_density_given_uses,caps_all,cap_rate_given_not_all,high_punct,punct_rate_given_not_all,uses_archaism,archaic_density_given_uses,era_3class
"
                    Sonnets from the Portuguese 44:  Beloved, thou has brought me many flowers
                ",Elizabeth Barrett Browning,1800-1900,1.0,0.625,0.8264462809917356,0.282051282051282,0.2857142857142857,0.3076923076923077,4.838709677419355,1,0.3076923076923077,1,0.8264462809917356,1,,0,0.625,1,4.838709677419355,1800-1900
"
                    Song: “You charm'd me not with that fair face”
                ",John Dryden,Pre-1800,0.9411764705882352,0.5882352941176471,4.166666666666666,0.25,0.2631578947368421,0.2258064516129032,0.0,1,0.2258064516129032,1,4.166666666666666,0,0.9411764705882352,0,0.5882352941176471,0,,Pre-1800
"
                    Chance Meeting
                ",Susan Browne,Post-1900,0.0384615384615384,0.4230769230769231,0.0,0.5272727272727272,0.3095238095238095,0.0,0.4807692307692308,0,,0,,0,0.0384615384615384,0,0.4230769230769231,1,0.4807692307692308,Post-1900
"
                    Artillery
                ",George Herbert,Pre-1800,0.9642857142857144,0.75,3.5999999999999996,0.175,0.4117647058823529,0.1224489795918367,9.523809523809524,1,0.1224489795918367,1,3.5999999999999996,1,,0,0.75,1,9.523809523809524,Pre-1800
"
                    Let me tell you about my marvelous god
                ",Susan Stewart,Post-1900,0.2222222222222222,0.3333333333333333,1.1695906432748535,0.4426229508196721,0.3103448275862069,0.0,0.5813953488372093,0,,1,1.1695906432748535,0,0.2222222222222222,0,0.3333333333333333,1,0.5813953488372093,Post-1900
"
                    The Silver Swan
                ",Orlando Gibbons,Pre-1800,1.0,0.8333333333333334,7.84313725490196,0.4666666666666667,0.3,0.2222222222222222,0.0,1,0.2222222222222222,1,7.84313725490196,1,,0,0.8333333333333334,0,,Pre-1800
"
                    The Statue
                ",Ella Higginson,1800-1900,0.9,0.8,5.042016806722689,0.7096774193548387,0.4,0.1,0.8771929824561403,1,0.1,1,5.042016806722689,0,0.9,0,0.8,1,0.8771929824561403,1800-1900
"
                    Alternating lunes
                ",Philip Good,Post-1900,0.0098039215686274,0.0588235294117647,0.0,0.801980198019802,0.2718446601941747,0.0058479532163742,0.2141327623126338,1,0.0058479532163742,0,,0,0.0098039215686274,0,0.0588235294117647,1,0.2141327623126338,Post-1900
"
                    Like Brothers We Meet
                ",George Moses Horton,1800-1900,1.0,0.96,0.0,0.2549019607843137,1.1428571428571428,0.2127659574468085,0.6172839506172839,1,0.2127659574468085,0,,1,,1,,1,0.6172839506172839,1800-1900
"
                    An Evening Thought: Salvation by Christ, with Penetential Cries
                ",Jupiter Hammon,Pre-1800,1.0,0.9888888888888888,5.603448275862069,0.23841059602649,0.4202898550724637,0.1393939393939394,7.066381156316917,1,0.1393939393939394,1,5.603448275862069,1,,1,,1,7.066381156316917,Pre-1800
"
                    “Still to be neat, still to be dressed”
                ",Ben Jonson,Pre-1800,1.0,0.9166666666666666,5.0,0.625,0.4761904761904761,0.238095238095238,1.25,1,0.238095238095238,1,5.0,1,,1,,1,1.25,Pre-1800
"
                    A Love Letter
                ",Russell Edson,Post-1900,0.7777777777777778,0.8888888888888888,1.4285714285714286,0.3287671232876712,0.1463414634146341,0.0,0.0,0,,1,1.4285714285714286,0,0.7777777777777778,0,0.8888888888888888,0,,Post-1900
"
                    Spring
                ",Gerard Manley Hopkins,1800-1900,1.0,0.6923076923076923,3.149606299212598,0.45,0.2727272727272727,0.2857142857142857,0.78125,1,0.2857142857142857,1,3.149606299212598,1,,0,0.6923076923076923,1,0.78125,1800-1900
"
                    & as you bow your heads to pray
                ",Jesús Papoleto Meléndez,Post-1900,0.0,0.0441176470588235,0.0,0.6444444444444445,0.1690140845070422,0.0306122448979591,0.0,1,0.0306122448979591,0,,0,0.0,0,0.0441176470588235,0,,Post-1900
"
                    Statue and Birds
                ",Louise Bogan,Post-1900,1.0,0.75,0.0,0.4722222222222222,0.2,0.12,0.0,1,0.12,0,,1,,0,0.75,0,,Post-1900
"
                    O Me! O Life!
                ",Walt Whitman,1800-1900,1.0,0.9,0.0,0.1475409836065573,0.5714285714285714,0.0,0.0,0,,0,,1,,1,,0,,1800-1900
"
                    American Airlines Sutra
                ",Ishmael Reed,Post-1900,0.0,0.1818181818181818,0.0,0.6153846153846154,0.4615384615384615,0.0,0.0,0,,0,,0,0.0,0,0.1818181818181818,0,,Post-1900
"
                    Testament Scratched into a Water Station Barrel
                ",Eduardo C. Corral,Post-1900,0.4137931034482758,0.6551724137931034,0.881057268722467,0.903846153846154,0.2142857142857142,0.0,0.0,0,,1,0.881057268722467,0,0.4137931034482758,0,0.6551724137931034,0,,Post-1900
"
                    Happening
                ",Andrew Shields,Post-1900,0.3333333333333333,0.5,0.0,0.3333333333333333,0.4411764705882353,0.0,0.0,0,,0,,0,0.3333333333333333,0,0.5,0,,Post-1900
"
                    On a Dream
                ",John Keats,1800-1900,1.0,0.7142857142857143,1.8018018018018016,0.3409090909090909,0.5294117647058824,0.25,0.8264462809917356,1,0.25,1,1.8018018018018016,1,,0,0.7142857142857143,1,0.8264462809917356,1800-1900
"
                    Dawn
                ",Ella Higginson,1800-1900,1.0,0.6666666666666666,3.508771929824561,0.55,0.4285714285714285,0.3636363636363636,0.0,1,0.3636363636363636,1,3.508771929824561,1,,0,0.6666666666666666,0,,1800-1900
"
                    The Self Banished
                ",Edmund Waller,Pre-1800,1.0,0.9375,1.4925373134328357,0.2978723404255319,0.2307692307692307,0.1724137931034483,0.7299270072992701,1,0.1724137931034483,1,1.4925373134328357,1,,1,,1,0.7299270072992701,Pre-1800
"
                    Gay Pride Weekend, S.F., 1992
                ",Brenda Shaughnessy,Post-1900,0.0333333333333333,0.1,0.0,0.2686567164179104,0.425,0.0,0.0,0,,0,,0,0.0333333333333333,0,0.1,0,,Post-1900
"
                    Nocturne
                ",Javier Zamora,Post-1900,0.2727272727272727,0.4545454545454545,0.0,0.6914893617021277,0.2023809523809523,0.0,0.2604166666666666,0,,0,,0,0.2727272727272727,0,0.4545454545454545,1,0.2604166666666666,Post-1900
"
                    Harp Song of the Dane Women
                ",Rudyard Kipling,1800-1900,0.96,0.96,0.0,0.5512820512820513,0.1379310344827586,0.3125,0.0,1,0.3125,0,,1,,1,,0,,1800-1900
"
                    Sonnet 138: When my love swears that she is made of truth
                ",William Shakespeare,Pre-1800,0.9375,0.875,0.8547008547008548,0.1063829787234042,0.2592592592592592,0.1724137931034483,1.6528925619834711,1,0.1724137931034483,1,0.8547008547008548,0,0.9375,0,0.875,1,1.6528925619834711,Pre-1800
"
                    Holy Shit
                ",Peter Pereira,Post-1900,0.2,0.4285714285714285,0.0,0.5844155844155844,0.2195121951219512,0.0169491525423728,1.556420233463035,1,0.0169491525423728,0,,0,0.2,0,0.4285714285714285,1,1.556420233463035,Post-1900
"
                    The Same Old Riddle
                ",Katharine Coles,Post-1900,1.0,1.0,0.0,0.2272727272727272,0.074074074074074,0.0,0.0,0,,0,,1,,1,,0,,Post-1900
"
                    For a' That and a' That
                ",Robert Burns,Pre-1800,1.0,0.975,2.6717557251908395,0.2352941176470588,0.1333333333333333,0.027027027027027,1.520912547528517,1,0.027027027027027,1,2.6717557251908395,1,,1,,1,1.520912547528517,Pre-1800
"
                    Sonnet 22: Cyriack, this three years' day these eyes, though clear
",John Milton,Pre-1800,1.0,0.6,0.8547008547008548,0.5,0.4666666666666667,0.2608695652173913,2.564102564102564,1,0.2608695652173913,1,0.8547008547008548,1,,0,0.6,1,2.564102564102564,Pre-1800
"
                    Seamen Three
                ",Thomas Love Peacock,1800-1900,1.0,1.0,3.64963503649635,0.6578947368421053,0.4583333333333333,0.3783783783783784,6.569343065693431,1,0.3783783783783784,1,3.64963503649635,1,,1,,1,6.569343065693431,1800-1900
"
                    Dupont’s Round Fight (November, 1861)
                ",Herman Melville,1800-1900,1.0,0.5714285714285714,1.5625,0.08,0.1333333333333333,0.0,0.0,0,,1,1.5625,1,,0,0.5714285714285714,0,,1800-1900
"
                    The Moor
                ",Nathalie Handal,Post-1900,0.25,0.625,1.4084507042253522,0.6818181818181818,0.0909090909090909,0.0,0.0,0,,1,1.4084507042253522,0,0.25,0,0.625,0,,Post-1900
"
                    1 January 1965
                ",Joseph Brodsky,Post-1900,0.52,0.76,1.9867549668874176,0.4680851063829787,0.3214285714285714,0.1395348837209302,0.0,1,0.1395348837209302,1,1.9867549668874176,0,0.52,0,0.76,0,,Post-1900
"
                    The Igloo
                ",Matthew Sweeney,Post-1900,0.9411764705882352,1.0,0.0,0.4390243902439024,0.3157894736842105,0.0,0.0,0,,0,,0,0.9411764705882352,1,,0,,Post-1900
"
                    The Cap and Bells
                ",William Butler Yeats,1800-1900,0.9444444444444444,0.75,3.8135593220338984,0.6323529411764706,0.1162790697674418,0.12,0.0,1,0.12,1,3.8135593220338984,0,0.9444444444444444,0,0.75,0,,1800-1900
"
                    Psalm to Be Read with Closed Eyes
                ",D. Nurkse,Post-1900,0.5,1.0,0.0,0.4285714285714285,0.3333333333333333,0.0,0.0,0,,0,,0,0.5,1,,0,,Post-1900
"
                    Sonnet 123: No, Time, thou shalt not boast that I do change
                ",William Shakespeare,Pre-1800,1.0,0.8,3.4482758620689653,0.0714285714285714,0.3043478260869565,0.1851851851851851,9.482758620689657,1,0.1851851851851851,1,3.4482758620689653,1,,0,0.8,1,9.482758620689657,Pre-1800
"
                    The Verdicts
                ",Rudyard Kipling,1800-1900,0.9285714285714286,0.5,0.6993006993006993,0.21875,0.28,0.2,0.0,1,0.2,1,0.6993006993006993,0,0.9285714285714286,0,0.5,0,,1800-1900
"
                    Metamorphosis
                ",Jenny Xie,Post-1900,0.875,0.9375,0.7575757575757576,0.8333333333333334,0.12,0.0,0.0,0,,1,0.7575757575757576,0,0.875,1,,0,,Post-1900
"
                    Total Information Awareness
                ",John Beer,Post-1900,0.3818181818181818,0.5636363636363636,0.2288329519450801,0.2595419847328244,0.2159090909090909,0.0,0.0,0,,1,0.2288329519450801,0,0.3818181818181818,0,0.5636363636363636,0,,Post-1900
"
                    Sestina of the Tramp-Royal
                ",Rudyard Kipling,1800-1900,0.95,0.875,1.2232415902140672,0.3119266055045872,0.3146067415730337,0.0133333333333333,0.2873563218390804,1,0.0133333333333333,1,1.2232415902140672,1,,0,0.875,1,0.2873563218390804,1800-1900
"
                    Delia 45: Care-charmer Sleep, son of the sable Night
",Samuel Daniel,Pre-1800,1.0,1.0,4.807692307692308,0.3783783783783784,0.0833333333333333,0.2105263157894736,0.9345794392523364,1,0.2105263157894736,1,4.807692307692308,1,,1,,1,0.9345794392523364,Pre-1800
"
                    luam/asa-luam
                ",Aracelis Girmay,Post-1900,0.0,0.4666666666666667,0.0,0.3454545454545454,0.15625,0.0,0.0,0,,0,,0,0.0,0,0.4666666666666667,0,,Post-1900
"
                    Night's Thousand Shadows
                ",Christian Wiman,Post-1900,0.1688311688311688,0.4805194805194805,0.683371298405467,0.4580152671755725,0.3291139240506329,0.0694444444444444,0.0,1,0.0694444444444444,1,0.683371298405467,0,0.1688311688311688,0,0.4805194805194805,0,,Post-1900
"
                    Les Sangliers
                ",Gregory Maguire,Post-1900,0.9655172413793104,0.5862068965517241,0.0,0.247191011235955,0.4,0.0,0.0,0,,0,,1,,0,0.5862068965517241,0,,Post-1900
"
                    Brantwood Senilia
                ",Paul Batchelor,Post-1900,0.1927083333333333,0.3984375,1.3582855418050106,0.4755555555555555,0.3171717171717171,0.0184049079754601,0.2462296091104955,1,0.0184049079754601,1,1.3582855418050106,0,0.1927083333333333,0,0.3984375,1,0.2462296091104955,Post-1900
"
                    Love Poem
                ",Francisco Aragón,Post-1900,0.074074074074074,0.2592592592592592,1.5037593984962403,0.5,0.1052631578947368,0.0,0.0,0,,1,1.5037593984962403,0,0.074074074074074,0,0.2592592592592592,0,,Post-1900
"
                    Stolen Pleasure
                ",William Drummond of Hawthornden,Pre-1800,1.0,1.0,1.5384615384615383,1.0,0.5,0.1818181818181818,1.4492753623188406,1,0.1818181818181818,1,1.5384615384615383,1,,1,,1,1.4492753623188406,Pre-1800
"
                    The Painter Dreaming in the Scholar’s House
                ",Howard Nemerov,Post-1900,0.9838709677419356,0.5241935483870968,0.7314524555903866,0.2831168831168831,0.296875,0.0044444444444444,0.6230529595015576,1,0.0044444444444444,1,0.7314524555903866,1,,0,0.5241935483870968,1,0.6230529595015576,Post-1900
"
                    Song: Rarely, rarely, comest thou
                ",Percy Bysshe Shelley,1800-1900,1.0,0.6470588235294118,2.3529411764705883,0.3012048192771084,0.4324324324324324,0.25,12.5,1,0.25,1,2.3529411764705883,1,,0,0.6470588235294118,1,12.5,1800-1900
"
                    Late Summer
                ",Jennifer Grotz,Post-1900,0.3333333333333333,0.4444444444444444,0.6329113924050633,0.5909090909090909,0.2424242424242424,0.0,0.0,0,,1,0.6329113924050633,0,0.3333333333333333,0,0.4444444444444444,0,,Post-1900
"
                    Dog Biscuits
                ",Chase Twichell,Post-1900,0.3548387096774194,0.7419354838709677,0.0,0.578125,0.2258064516129032,0.0,0.0,0,,0,,0,0.3548387096774194,0,0.7419354838709677,0,,Post-1900
"
                    A Song for St. Cecilia's Day, 1687
                ",John Dryden,Pre-1800,1.0,0.6153846153846154,2.197802197802198,0.3388429752066115,0.2105263157894736,0.2475247524752475,0.8403361344537815,1,0.2475247524752475,1,2.197802197802198,1,,0,0.6153846153846154,1,0.8403361344537815,Pre-1800
"
                    Crossing 16
                ",Rabindranath Tagore,1800-1900,1.0,1.0,2.2988505747126435,0.7307692307692307,0.2941176470588235,0.0,0.0,0,,1,2.2988505747126435,1,,1,,0,,1800-1900
"
                    Eclogues
                ",Mark Tredinnick,Post-1900,0.3216783216783216,0.4405594405594406,0.9530791788856304,0.5282167042889391,0.2857142857142857,0.0052356020942408,0.0,1,0.0052356020942408,1,0.9530791788856304,0,0.3216783216783216,0,0.4405594405594406,0,,Post-1900
"
                    Help Wanted
                ",Timothy Tocher,Post-1900,0.6875,0.75,2.73972602739726,0.7333333333333333,0.05,0.1379310344827586,0.0,1,0.1379310344827586,1,2.73972602739726,0,0.6875,0,0.75,0,,Post-1900
"
                    Voices of the Air
                ",Katherine Mansfield,Post-1900,1.0,0.5,0.8928571428571428,0.3333333333333333,0.1333333333333333,0.2758620689655172,0.0,1,0.2758620689655172,1,0.8928571428571428,1,,0,0.5,0,,Post-1900
"
                    At Popham Beach
                ",Thorpe Moeckel,Post-1900,0.3,0.6,0.7575757575757576,0.5531914893617021,0.65,0.0,0.0,0,,1,0.7575757575757576,0,0.3,0,0.6,0,,Post-1900
"
                    Midnight Office
                ",Cynthia Cruz,Post-1900,1.0,0.7,2.127659574468085,0.59375,0.25,0.0,0.0,0,,1,2.127659574468085,1,,0,0.7,0,,Post-1900
"
                    Come slowly – Eden! (205)
                ",Emily Dickinson,1800-1900,1.0,1.0,0.0,0.6666666666666666,0.2857142857142857,,6.25,0,,0,,1,,1,,1,6.25,1800-1900
"
                    When She Wouldn’t
                ",Wesley McNair,Post-1900,0.75,1.0,0.0,0.4228855721393035,0.2872340425531915,0.0,0.1745200698080279,0,,0,,0,0.75,1,,1,0.1745200698080279,Post-1900
"
                    Joyce's Ulysses
                ",Mina Loy,Post-1900,0.3114754098360656,0.0163934426229508,0.0,0.3114754098360656,0.0,0.0112359550561797,0.0,1,0.0112359550561797,0,,0,0.3114754098360656,0,0.0163934426229508,0,,Post-1900
"
                    Eve
                ",Ella Higginson,1800-1900,1.0,0.9,2.8901734104046244,0.4807692307692308,0.2058823529411764,0.2307692307692307,0.0,1,0.2307692307692307,1,2.8901734104046244,1,,1,,0,,1800-1900
"
                    Che Fece ... Il Gran Rifiuto
                ",C. P. Cavafy,1800-1900,0.25,0.625,1.5384615384615383,0.0416666666666666,0.2666666666666666,0.0,0.0,0,,1,1.5384615384615383,0,0.25,0,0.625,0,,1800-1900
"
from Step
                ",George Albon,Post-1900,0.0,0.0,0.0,0.6,0.1111111111111111,0.0,0.0,0,,0,,0,0.0,0,0.0,0,,Post-1900
"
                    I Was In A Hurry
                ",Dunya Mikhail,Post-1900,0.1764705882352941,0.5882352941176471,0.0,0.4482758620689655,0.1724137931034483,0.0153846153846153,0.0,1,0.0153846153846153,0,,0,0.1764705882352941,0,0.5882352941176471,0,,Post-1900
"
                    The Good, Great Man
                ",Samuel Taylor Coleridge,1800-1900,0.9285714285714286,0.2142857142857142,0.8,0.2264150943396226,0.3529411764705882,0.04,1.6,1,0.04,1,0.8,0,0.9285714285714286,0,0.2142857142857142,1,1.6,1800-1900
"
                    The Dong with a Luminous Nose
                ",Edward Lear,1800-1900,0.8316831683168316,0.7128712871287128,1.9525801952580195,0.4463519313304721,0.3434343434343434,0.2330827067669172,0.2873563218390804,1,0.2330827067669172,1,1.9525801952580195,0,0.8316831683168316,0,0.7128712871287128,1,0.2873563218390804,1800-1900
"
                    News
                ",Thomas Traherne,Pre-1800,1.0,0.62,2.43161094224924,0.1780821917808219,0.2608695652173913,0.1649484536082474,0.9009009009009008,1,0.1649484536082474,1,2.43161094224924,1,,0,0.62,1,0.9009009009009008,Pre-1800
"
                    The Blind Man
                ",Théophile Gautier,1800-1900,1.0,0.625,1.351351351351351,0.4666666666666667,0.3,0.1764705882352941,0.0,1,0.1764705882352941,1,1.351351351351351,1,,0,0.625,0,,1800-1900
"
                    Concord Hymn
                ",Jack Spicer,Post-1900,1.0,0.1,0.0,0.2777777777777778,0.1666666666666666,0.0588235294117647,0.0,1,0.0588235294117647,0,,1,,0,0.1,0,,Post-1900
"
                    Drunk Judgment
                ",Steven Heighton,Post-1900,1.0,0.5,0.0,0.5681818181818182,0.1666666666666666,0.0,0.0,0,,0,,1,,0,0.5,0,,Post-1900
"
                    Wonder
                ",Thomas Traherne,Pre-1800,1.0,0.796875,1.8469656992084431,0.2480620155038759,0.2463768115942029,0.1844660194174757,0.2525252525252525,1,0.1844660194174757,1,1.8469656992084431,1,,0,0.796875,1,0.2525252525252525,Pre-1800
"
                    Refuge Temple
                ",Kazim Ali,Post-1900,0.9666666666666668,0.0083333333333333,0.1270648030495552,0.6359832635983264,0.2734375,0.0045045045045045,0.1240694789081885,1,0.0045045045045045,1,0.1270648030495552,1,,0,0.0083333333333333,1,0.1240694789081885,Post-1900
"
                    Caelica 22: I, with whose colours Myra dress’d her head
",Baron Brooke Fulke Greville,Pre-1800,1.0,0.8666666666666667,2.380952380952381,0.4,0.1551724137931034,0.24,0.3846153846153846,1,0.24,1,2.380952380952381,1,,0,0.8666666666666667,1,0.3846153846153846,Pre-1800
"
                    The Labyrinth
                ",Robert P. Baird,Post-1900,1.0,1.0,0.0,0.4736842105263157,0.0588235294117647,,0.0,0,,0,,1,,1,,0,,Post-1900
"
                    Mirrors at 4 a.m.
                ",Charles Simic,Post-1900,1.0,0.5294117647058824,0.0,0.5833333333333334,0.2307692307692307,0.0,0.0,0,,0,,1,,0,0.5294117647058824,0,,Post-1900
"
                    Editing the Moon
                ",Caroline Caddy,Post-1900,0.3636363636363636,0.3636363636363636,0.0,0.7692307692307693,0.0769230769230769,0.0,0.0,0,,0,,0,0.3636363636363636,0,0.3636363636363636,0,,Post-1900
"
                    Leaves Fell
                ",Juhan Liiv,1800-1900,0.2307692307692307,0.9230769230769232,3.571428571428571,0.7777777777777778,0.125,0.0,0.0,0,,1,3.571428571428571,0,0.2307692307692307,1,,0,,1800-1900
"
                    Joe
                ",Emily Pauline Johnson,1800-1900,1.0,0.6666666666666666,1.1494252873563218,0.8142857142857143,0.2439024390243902,0.0,0.3787878787878788,0,,1,1.1494252873563218,1,,0,0.6666666666666666,1,0.3787878787878788,1800-1900
"
                    Haiku
                ",Frank Lima,Post-1900,1.0,0.0666666666666666,0.0,0.625,0.0,0.0,0.0,0,,0,,1,,0,0.0666666666666666,0,,Post-1900
"
                    Mutability [""The flower that smiles to-day""]
                ",Percy Bysshe Shelley,1800-1900,1.0,0.5,2.0408163265306123,0.2558139534883721,0.35,0.238095238095238,7.920792079207921,1,0.238095238095238,1,2.0408163265306123,1,,0,0.5,1,7.920792079207921,1800-1900
"
                    War Girls
                ",Jessie Pope,1800-1900,1.0,0.85,0.641025641025641,0.74,0.1612903225806451,0.1351351351351351,0.0,1,0.1351351351351351,1,0.641025641025641,1,,0,0.85,0,,1800-1900
"
                    Spring, the sweet spring
                ",Thomas Nashe,Pre-1800,1.0,1.0,3.125,1.1428571428571428,0.2142857142857142,0.5833333333333334,0.9174311926605504,1,0.5833333333333334,1,3.125,1,,1,,1,0.9174311926605504,Pre-1800
"
                    Wedding Dress
                ",Michael Waters,Post-1900,0.6,1.0,1.36986301369863,1.0,0.3,0.3846153846153846,0.0,1,0.3846153846153846,1,1.36986301369863,0,0.6,1,,0,,Post-1900
"
                    Late Results
                ",Scott Cairns,Post-1900,0.9166666666666666,0.9166666666666666,0.0,0.0697674418604651,0.1935483870967742,0.0,0.0,0,,0,,0,0.9166666666666666,1,,0,,Post-1900
"
                    On Some Lines by Tranströmer
                ",Jake Crist,Post-1900,0.8333333333333334,0.2777777777777778,1.574803149606299,0.3043478260869565,0.12,0.04,0.0,1,0.04,1,1.574803149606299,0,0.8333333333333334,0,0.2777777777777778,0,,Post-1900
"
                    The Lost Land
                ",Eavan Boland,Post-1900,0.4838709677419355,0.6774193548387096,2.1505376344086025,0.4354838709677419,0.2727272727272727,0.0169491525423728,0.0,1,0.0169491525423728,1,2.1505376344086025,0,0.4838709677419355,0,0.6774193548387096,0,,Post-1900
"
                    The Snowbound City
                ",John Haines,Post-1900,0.1578947368421052,0.5789473684210527,0.9345794392523364,0.6785714285714286,0.2142857142857142,0.0,0.0,0,,1,0.9345794392523364,0,0.1578947368421052,0,0.5789473684210527,0,,Post-1900
"
                    A Triad
                ",Christina Rossetti,1800-1900,1.0,0.6428571428571429,5.982905982905983,0.3142857142857143,0.4,0.3809523809523809,0.0,1,0.3809523809523809,1,5.982905982905983,1,,0,0.6428571428571429,0,,1800-1900
"
                    Air and Angels
                ",John Donne,Pre-1800,0.9583333333333334,0.9166666666666666,3.3816425120772946,0.2441860465116279,0.475,0.131578947368421,6.280193236714976,1,0.131578947368421,1,3.3816425120772946,1,,1,,1,6.280193236714976,Pre-1800
"
                    Autumn Song
                ",Dante Gabriel Rossetti,1800-1900,1.0,0.5714285714285714,0.0,0.3488372093023256,0.5555555555555556,0.1818181818181818,3.603603603603604,1,0.1818181818181818,0,,1,,0,0.5714285714285714,1,3.603603603603604,1800-1900
"
                    Contentment
                ",Oliver Wendell Holmes Sr.,1800-1900,0.9230769230769232,0.7307692307692307,4.8997772828507795,0.4028776978417266,0.5128205128205128,0.2439024390243902,0.0,1,0.2439024390243902,1,4.8997772828507795,0,0.9230769230769232,0,0.7307692307692307,0,,1800-1900
"
                    The Tower
                ",William Butler Yeats,1800-1900,0.875,0.75,0.8130081300813009,0.3043478260869565,0.15,0.0,0.0,0,,1,0.8130081300813009,0,0.875,0,0.75,0,,1800-1900
"
                    Autobiography 3
                ",Michael Palmer,Post-1900,0.75,0.5,0.3472222222222222,0.4615384615384615,0.1923076923076923,0.0,0.3401360544217687,0,,1,0.3472222222222222,0,0.75,0,0.5,1,0.3401360544217687,Post-1900
"
                    Twilight Blues
                ",Samuel Menashe,Post-1900,0.8888888888888888,0.0,0.0,1.1428571428571428,0.3,0.0666666666666666,0.0,1,0.0666666666666666,0,,0,0.8888888888888888,0,0.0,0,,Post-1900
"
                    from Lisiensan Ga’lago 
",Craig Santos Perez,Post-1900,0.0,0.0,0.819672131147541,0.4166666666666667,0.0,0.0,0.0,0,,1,0.819672131147541,0,0.0,0,0.0,0,,Post-1900
"
                    A Prayer for Rain
                ",Lisel Mueller,Post-1900,0.25,1.0,1.9047619047619049,0.3333333333333333,0.2142857142857142,0.0769230769230769,0.0,1,0.0769230769230769,1,1.9047619047619049,0,0.25,1,,0,,Post-1900
"
                    Above Pate Valley
                ",Gary Snyder,Post-1900,1.0,0.3571428571428571,0.0,1.03125,0.1578947368421052,0.0,0.0,0,,0,,1,,0,0.3571428571428571,0,,Post-1900
"
                    The Crystal in Tamalpais
                ",Joanne Kyger,Post-1900,0.2631578947368421,0.2631578947368421,0.0,0.6181818181818182,0.2692307692307692,0.0,0.0,0,,0,,0,0.2631578947368421,0,0.2631578947368421,0,,Post-1900
"
                    [Immigration Headline]
                ",Javier Zamora,Post-1900,0.0,0.6666666666666666,0.0,0.6,0.2708333333333333,0.0,0.0,0,,0,,0,0.0,0,0.6666666666666666,0,,Post-1900
"
                    The Introduction
                ",Countess of Winchilsea Anne Finch,Pre-1800,1.0,1.0,2.4489795918367347,0.2222222222222222,0.1914893617021276,0.2075471698113207,2.0,1,0.2075471698113207,1,2.4489795918367347,1,,1,,1,2.0,Pre-1800
"
                    At a Solemn Music
                ",John Milton,Pre-1800,1.0,0.5769230769230769,1.0256410256410255,0.2222222222222222,0.3636363636363636,0.088235294117647,1.4925373134328357,1,0.088235294117647,1,1.0256410256410255,1,,0,0.5769230769230769,1,1.4925373134328357,Pre-1800
"
                    My Brother My Wound
                ",Natalie Diaz,Post-1900,0.8947368421052632,1.0,0.0,0.8260869565217391,0.1860465116279069,0.0,0.0,0,,0,,0,0.8947368421052632,1,,0,,Post-1900
"
                    Killing Him: A Radio Play
                ",Yehuda Amichai,Post-1900,0.8461538461538461,0.3076923076923077,4.10958904109589,0.4444444444444444,0.3069306930693069,0.0,0.322061191626409,0,,1,4.10958904109589,0,0.8461538461538461,0,0.3076923076923077,1,0.322061191626409,Post-1900
"
                    Speech: “To be, or not to be, that is the question”
                ",William Shakespeare,Pre-1800,0.972972972972973,0.6216216216216216,1.9157088122605364,0.1735537190082644,0.1153846153846153,0.0,1.509433962264151,0,,1,1.9157088122605364,1,,0,0.6216216216216216,1,1.509433962264151,Pre-1800
"
                    Book 5, Epigram 20: In Misum & Mopsam.
",Thomas Bastard,Pre-1800,1.0,0.875,0.0,0.3333333333333333,0.1875,0.0769230769230769,0.0,1,0.0769230769230769,0,,1,,0,0.875,0,,Pre-1800
"
                    The Diagnosis
                ",John Lee Clark,Post-1900,1.0,0.3636363636363636,0.0,0.3636363636363636,0.25,0.0,0.0,0,,0,,1,,0,0.3636363636363636,0,,Post-1900
"
                    Dying Speech of an Old Philosopher
                ",Walter Savage Landor,1800-1900,1.0,1.0,11.428571428571429,0.1538461538461538,0.0,0.3333333333333333,0.0,1,0.3333333333333333,1,11.428571428571429,1,,1,,0,,1800-1900
"
                    Vandergast and the Girl
                ",Louis Simpson,Post-1900,0.391304347826087,0.6086956521739131,0.0,0.6178861788617886,0.2133333333333333,0.0,0.0,0,,0,,0,0.391304347826087,0,0.6086956521739131,0,,Post-1900
"
                    Crossing into Canaan
                ",D. A. Powell,Post-1900,0.6666666666666666,0.0,1.6129032258064515,0.7555555555555555,0.1714285714285714,0.0,0.0,0,,1,1.6129032258064515,0,0.6666666666666666,0,0.0,0,,Post-1900
"
                    Mother, I cannot Mind my Wheel
                ",Walter Savage Landor,1800-1900,1.0,1.0,7.272727272727272,0.375,0.5833333333333334,0.2857142857142857,0.0,1,0.2857142857142857,1,7.272727272727272,1,,1,,0,,1800-1900
"
                    On a Dead Child
                ",Robert Bridges,1800-1900,1.0,0.8,2.3255813953488373,0.2619047619047619,0.3888888888888889,0.0,11.02661596958175,0,,1,2.3255813953488373,1,,0,0.8,1,11.02661596958175,1800-1900
"
                    Ave Atque Vale
                ",Algernon Charles Swinburne,1800-1900,1.0,0.6257668711656442,1.0423053341508275,0.4076782449725777,0.3693181818181818,0.1704035874439461,3.8882138517618463,1,0.1704035874439461,1,1.0423053341508275,1,,0,0.6257668711656442,1,3.8882138517618463,1800-1900
